Name,Associated Names,Ticker,Stock Table Name,Official Name,Sector,Exchange
,,ACM,,AECOM,Industrials,New York Stock Exchange Inc.
,,AGLE,,AEGLEA BIOTHERAPEUTICS INC,Health Care,NASDAQ
,,AEHR,,AEHR TEST SYSTEMS,Information Technology,NASDAQ
,,AMTX,,AEMETIS INC,Energy,NASDAQ
,,AJRD,,AEROJET ROCKETDYNE HOLDINGS INC,Industrials,New York Stock Exchange Inc.
,,AVAV,,AEROVIRONMENT INC,Industrials,NASDAQ
,,AES,,AES CORP,Utilities,New York Stock Exchange Inc.
,,AEMD,,AETHLON MEDICAL INC,Health Care,NASDAQ
,,AEVA,,AEVA TECHNOLOGIES INC,Information Technology,New York Stock Exchange Inc.
,,LIDR,,AEYE INC CLASS A,Information Technology,NASDAQ
,,AMG,,AFFILIATED MANAGERS GROUP INC,Financials,New York Stock Exchange Inc.
,,AFBI,,AFFINITY BANCSHARES INC,Financials,NASDAQ
,,AFRM,,AFFIRM HOLDINGS INC CLASS A,Financials,NASDAQ
,,AFL,,AFLAC INC,Financials,New York Stock Exchange Inc.
,,MITT,,AG MORTGAGE INVESTMENT TRUST REIT,Financials,New York Stock Exchange Inc.
,,AGCO,,AGCO CORP,Industrials,New York Stock Exchange Inc.
,,UAVS,,AGEAGLE AERIAL SYS INC,Industrials,Nyse Mkt Llc
,,AGEN,,AGENUS INC,Health Care,NASDAQ
,,AGE,,AGEX THERAPEUTICS INC,Health Care,Nyse Mkt Llc
,,AGRX,,AGILE THERAPEUTICS INC,Health Care,NASDAQ
,,AGTI,,AGILITI INC,Health Care,New York Stock Exchange Inc.
,,AGL,,AGILON HEALTH,Health Care,New York Stock Exchange Inc.
,,AGYS,,AGILYSYS INC,Information Technology,NASDAQ
,,AGIO,,AGIOS PHARMACEUTICALS INC,Health Care,NASDAQ
,,AGNC,,AGNC INVESTMENT REIT CORP,Financials,NASDAQ
,,ADC,,AGREE REALTY REIT CORP,Real Estate,New York Stock Exchange Inc.
,,AIM,,AIM IMMUNOTECH INC,Health Care,Nyse Mkt Llc
,,AL,,AIR LEASE CORP CLASS A,Industrials,New York Stock Exchange Inc.
,,APD,,AIR PRODUCTS AND CHEMICALS INC,Materials,New York Stock Exchange Inc.
,,AIRT,,AIR T INC,Industrials,NASDAQ
,,ATSG,,AIR TRANSPORT SERVICES GROUP INC,Industrials,NASDAQ
,,AKAM,,AKAMAI TECHNOLOGIES INC,Information Technology,NASDAQ
,,AKBA,,AKEBIA THERAPEUTICS INC,Health Care,NASDAQ
,,KERN,,AKERNA CORP,Information Technology,NASDAQ
,,AKRO,,AKERO THERAPEUTICS INC,Health Care,NASDAQ
,,AKTS,,AKOUSTIS TECHNOLOGIES INC,Information Technology,NASDAQ
,,ALG,,ALAMO GROUP INC,Industrials,New York Stock Exchange Inc.
,,ALRM,,ALARM.COM HOLDINGS INC,Information Technology,NASDAQ
,,ALK,,ALASKA AIR GROUP INC,Industrials,New York Stock Exchange Inc.
,,TCRT,,ALAUNOS THERAPEUTICS INC,Health Care,NASDAQ
,,AIN,,ALBANY INTERNATIONAL CORP CLASS A,Industrials,New York Stock Exchange Inc.
,,ALB,,ALBEMARLE CORP,Materials,New York Stock Exchange Inc.
,,ACI,,ALBERTSONS COMPANY INC CLASS A,Consumer Staples,New York Stock Exchange Inc.
,,AA,,ALCOA CORP,Materials,New York Stock Exchange Inc.
,,ALDX,,ALDEYRA THERAPEUTICS INC,Health Care,NASDAQ
,,ALEC,,ALECTOR INC,Health Care,NASDAQ
,,ALRS,,ALERUS FINANCIAL CORP,Financials,NASDAQ
,,ALEX,,ALEXANDER AND BALDWIN INC,Real Estate,New York Stock Exchange Inc.
,,ALX,,ALEXANDERS REIT INC,Real Estate,New York Stock Exchange Inc.
,,ALCO,,ALICO INC,Consumer Staples,NASDAQ
,,ALIT,,ALIGHT INC CLASS A,Industrials,New York Stock Exchange Inc.
,,ALGN,,ALIGN TECHNOLOGY INC,Health Care,NASDAQ
,,ALHC,,ALIGNMENT HEALTHCARE INC,Health Care,NASDAQ
,,WTER,,ALKALINE WATER COMPANY INC,Consumer Staples,NASDAQ
,,ALKT,,ALKAMI TECHNOLOGY INC,Information Technology,NASDAQ
,,ALKS,,ALKERMES,Health Care,NASDAQ
,,ALLK,,ALLAKOS INC,Health Care,NASDAQ
,,ALGT,,ALLEGIANT TRAVEL,Industrials,NASDAQ
,,ALLE,,ALLEGION PLC,Industrials,New York Stock Exchange Inc.
,,ALGM,,ALLEGRO MICROSYSTEMS INC,Information Technology,NASDAQ
,,ALE,,ALLETE INC,Utilities,New York Stock Exchange Inc.
,,LNT,,ALLIANT ENERGY CORP,Utilities,NASDAQ
,,AGAE,,ALLIED GAMING AND ENTERTAINMENT IN,Consumer Discretionary,NASDAQ
,,AMOT,,ALLIED MOTION TECHNOLOGIES INC,Industrials,NASDAQ
,,ALSN,,ALLISON TRANSMISSION HOLDINGS INC,Industrials,New York Stock Exchange Inc.
,,ALLO,,ALLOGENE THERAPEUTICS INC,Health Care,NASDAQ
,,ALVR,,ALLOVIR INC,Health Care,NASDAQ
,,ALLY,,ALLY FINANCIAL INC,Financials,New York Stock Exchange Inc.
,,ALNY,,ALNYLAM PHARMACEUTICALS INC,Health Care,NASDAQ
,,AOSL,,ALPHA AND OMEGA SEMICONDUCTOR LTD,Information Technology,NASDAQ
,,AMR,,ALPHA METALLURGICAL RESOURCE INC,Materials,New York Stock Exchange Inc.
,,ATEC,,ALPHATEC HOLDNGS INC,Health Care,NASDAQ
,,ALPN,,ALPINE IMMUNE SCIENCES INC,Health Care,NASDAQ
,,ALTG,,ALTA EQUIPMENT GROUP INC CLASS A,Industrials,New York Stock Exchange Inc.
,,ALTR,,ALTAIR ENGINEERING INC CLASS A,Information Technology,NASDAQ
,,AYX,,ALTERYX INC CLASS A,Information Technology,New York Stock Exchange Inc.
,,ATUS,,ALTICE USA INC CLASS A,Communication,New York Stock Exchange Inc.
,,ALT,,ALTIMMUNE INC,Health Care,NASDAQ
,,ASPS,,ALTISOURCE PORTFOLIO SOLUTIONS SA,Real Estate,NASDAQ
,,MO,,ALTRIA GROUP INC,Consumer Staples,New York Stock Exchange Inc.
,,ALXO,,ALX ONCOLOGY HOLDINGS INC,Health Care,NASDAQ
,,AMAL,,AMALGAMATED FINANCIAL,Financials,NASDAQ
,,AMBC,,AMBAC FINANCIAL GROUP INC,Financials,New York Stock Exchange Inc.
,,AMBA,,AMBARELLA INC,Information Technology,NASDAQ
,,AMC,,AMC ENTERTAINMENT HOLDINGS INC CLA,Communication,New York Stock Exchange Inc.
,,AMCX,,AMC NETWORKS CLASS A INC,Communication,NASDAQ
,,AMCR,,AMCOR PLC,Materials,New York Stock Exchange Inc.
,,AMED,,AMEDISYS INC,Health Care,NASDAQ
,,AVD,,AMER VANGUARD CORP,Materials,New York Stock Exchange Inc.
,,AMTB,,AMERANT BANCORP INC CLASS A,Financials,NASDAQ
,,AEE,,AMEREN CORP,Utilities,New York Stock Exchange Inc.
,,AMRC,,AMERESCO INC CLASS A,Industrials,New York Stock Exchange Inc.
,,AAL,,AMERICAN AIRLINES GROUP INC,Industrials,NASDAQ
,,AAT,,AMERICAN ASSETS TRUST REIT INC,Real Estate,New York Stock Exchange Inc.
,,AXL,,AMERICAN AXLE AND MANUFACTURING HO,Consumer Discretionary,New York Stock Exchange Inc.
,,AEP,,AMERICAN ELECTRIC POWER INC,Utilities,NASDAQ
,,AEL,,AMERICAN EQUITY INVESTMENT LIFE HO,Financials,New York Stock Exchange Inc.
,,AFG,,AMERICAN FINANCIAL GROUP INC,Financials,New York Stock Exchange Inc.
,,AMH,,AMERICAN HOMES RENT REIT CLASS A,Real Estate,New York Stock Exchange Inc.
,,AIG,,AMERICAN INTERNATIONAL GROUP INC,Financials,New York Stock Exchange Inc.
,,AMNB,,AMERICAN NATIONAL BANKSHARES INC,Financials,NASDAQ
,,AOUT,,AMERICAN OUTDOOR BRANDS INC,Consumer Discretionary,NASDAQ
,,APEI,,AMERICAN PUBLIC EDUCATION INC,Consumer Discretionary,NASDAQ
,,AMSWA,,AMERICAN SOFTWARE INC CLASS A,Information Technology,NASDAQ
,,AWR,,AMERICAN STATES WATER,Utilities,New York Stock Exchange Inc.
,,AMSC,,AMERICAN SUPERCONDUCTOR CORP,Industrials,NASDAQ
,,AMT,,AMERICAN TOWER REIT CORP,Real Estate,New York Stock Exchange Inc.
,,AWK,,AMERICAN WATER WORKS INC,Utilities,New York Stock Exchange Inc.
,,AMWL,,AMERICAN WELL CORP CLASS A,Health Care,New York Stock Exchange Inc.
,,AMWD,,AMERICAN WOODMARK CORP,Industrials,NASDAQ
,,CRMT,,AMERICAS CAR MART INC,Consumer Discretionary,NASDAQ
,,COLD,,AMERICOLD REALTY INC TRUST,Real Estate,New York Stock Exchange Inc.
,,AMP,,AMERIPRISE FINANCE INC,Financials,New York Stock Exchange Inc.
,,ABCB,,AMERIS BANCORP,Financials,NASDAQ
,,AMSF,,AMERISAFE INC,Financials,NASDAQ
,,ABC,,AMERISOURCEBERGEN CORP,Health Care,New York Stock Exchange Inc.
,,AME,,AMETEK INC,Industrials,New York Stock Exchange Inc.
,,FOLD,,AMICUS THERAPEUTICS INC,Health Care,NASDAQ
,,AMKR,,AMKOR TECHNOLOGY INC,Information Technology,NASDAQ
,,POWW,,AMMO INC,Consumer Discretionary,NASDAQ
,,AMN,,AMN HEALTHCARE INC,Health Care,New York Stock Exchange Inc.
,,AP,,AMPCO PITTSBURGH CORP,Materials,New York Stock Exchange Inc.
,,AMPH,,AMPHASTAR PHARMACEUTICALS INC,Health Care,NASDAQ
,,APH,,AMPHENOL CORP CLASS A,Information Technology,New York Stock Exchange Inc.
,,AMPY,,AMPLIFY ENERGY CORP,Energy,New York Stock Exchange Inc.
,,AMPL,,AMPLITUDE INC CLASS A,Information Technology,NASDAQ
,,AXR,,AMREP CORP,Real Estate,New York Stock Exchange Inc.
,,ASYS,,AMTECH SYSTEMS INC,Information Technology,NASDAQ
,,AMLX,,AMYLYX PHARMACEUTICALS INC,Health Care,NASDAQ
,,AMRS,,AMYRIS INC,Materials,NASDAQ
,,ADI,,ANALOG DEVICES INC,Information Technology,NASDAQ
,,ANAB,,ANAPTYSBIO INC,Health Care,NASDAQ
,,AVXL,,ANAVEX LIFE SCIENCES CORP,Health Care,NASDAQ
,,ANDE,,ANDERSONS INC,Consumer Staples,NASDAQ
,,ANGI,,ANGI INC CLASS A,Communication,NASDAQ
,,ANGO,,ANGIODYNAMICS INC,Health Care,NASDAQ
,,ANIP,,ANI PHARMACEUTICALS INC,Health Care,NASDAQ
,,ANIK,,ANIKA THERAPEUTICS INC,Health Care,NASDAQ
,,ANIX,,ANIXA BIOSCIENCES INC,Health Care,NASDAQ
,,NLY,,ANNALY CAPITAL MANAGEMENT REIT INC,Financials,New York Stock Exchange Inc.
,,ANNX,,ANNEXON INC,Health Care,NASDAQ
,,ANVS,,ANNOVIS BIO INC,Health Care,New York Stock Exchange Inc.
,,ANSS,,ANSYS INC,Information Technology,NASDAQ
,,ATEX,,ANTERIX INC,Communication,NASDAQ
,,AM,,ANTERO MIDSTREAM CORP,Energy,New York Stock Exchange Inc.
,,AR,,ANTERO RESOURCES CORP,Energy,New York Stock Exchange Inc.
,,HOUS,,ANYWHERE REAL ESTATE INC,Real Estate,New York Stock Exchange Inc.
,,AON,,AON PLC CLASS A,Financials,New York Stock Exchange Inc.
,,AIRC,,APARTMENT INCOME REIT CORP,Real Estate,New York Stock Exchange Inc.
,,AIV,,APARTMENT INVESTMENT AND MANAGEMEN,Real Estate,New York Stock Exchange Inc.
,,APLS,,APELLIS PHARMACEUTICALS INC,Health Care,NASDAQ
,,APG,,API GROUP CORP,Industrials,New York Stock Exchange Inc.
,,APOG,,APOGEE ENTERPRISES INC,Industrials,NASDAQ
,,ARI,,APOLLO COMMERCIAL REAL ESTATE FINA,Financials,New York Stock Exchange Inc.
,,AMEH,,APOLLO MEDICAL HOLDINGS INC,Health Care,NASDAQ
,,APPF,,APPFOLIO INC CLASS A,Information Technology,NASDAQ
,,APPN,,APPIAN CORP CLASS A,Information Technology,NASDAQ
,,APLE,,APPLE HOSPITALITY REIT INC,Real Estate,New York Stock Exchange Inc.
,,APDN,,APPLIED DNA SCIENCES INC,Health Care,NASDAQ
,,AIT,,APPLIED INDUSTRIAL TECHNOLOGIES IN,Industrials,New York Stock Exchange Inc.
,,AMTI,,APPLIED MOLECULAR TRANSPORT,Health Care,NASDAQ
,,AAOI,,APPLIED OPTOELECTRONICS INC,Information Technology,NASDAQ
,,APLT,,APPLIED THERAPEUTICS INC,Health Care,NASDAQ
,,APP,,APPLOVIN CORP CLASS A,Information Technology,NASDAQ
,,APRE,,APREA THERAPEUTICS INC,Health Care,NASDAQ
,,ATR,,APTARGROUP INC,Materials,New York Stock Exchange Inc.
,,APVO,,APTEVO THERAPEUTICS INC,Health Care,NASDAQ
,,APTX,,APTINYX INC,Health Care,NASDAQ
,,APTV,,APTIV PLC,Consumer Discretionary,New York Stock Exchange Inc.
,,APYX,,APYX MEDICAL CORP,Health Care,NASDAQ
,,AQMS,,AQUA METALS INC,Industrials,NASDAQ
,,AQB,,AQUABOUNTY TECHNOLOGIES INC,Health Care,NASDAQ
,,AQST,,AQUESTIVE THERAPEUTICS INC,Health Care,NASDAQ
,,ARMK,,ARAMARK,Consumer Discretionary,New York Stock Exchange Inc.
,,ARAV,,ARAVIVE INC,Health Care,NASDAQ
,,ABR,,ARBOR REALTY TRUST REIT INC,Financials,New York Stock Exchange Inc.
,,ABUS,,ARBUTUS BIOPHARMA CORP,Health Care,NASDAQ
,,ABIO,,ARCA BIOPHARMA INC,Health Care,NASDAQ
,,ARCB,,ARCBEST CORP,Industrials,NASDAQ
,,ACLX,,ARCELLX INC,Health Care,NASDAQ
,,ACGL,,ARCH CAPITAL GROUP LTD,Financials,NASDAQ
,,ARCH,,ARCH RESOURCES INC CLASS A,Energy,New York Stock Exchange Inc.
,,ACHR,,ARCHER AVIATION INC CLASS A,Industrials,New York Stock Exchange Inc.
,,ADM,,ARCHER DANIELS MIDLAND,Consumer Staples,New York Stock Exchange Inc.
,,AROC,,ARCHROCK INC,Energy,New York Stock Exchange Inc.
,,FUV,,ARCIMOTO INC,Consumer Discretionary,NASDAQ
,,ACA,,ARCOSA INC,Industrials,New York Stock Exchange Inc.
,,ARCT,,ARCTURUS THERAPEUTICS HOLDINGS INC,Health Care,NASDAQ
,,RCUS,,ARCUS BIOSCIENCES INC,Health Care,New York Stock Exchange Inc.
,,ARQT,,ARCUTIS BIOTHERAPEUTICS INC,Health Care,NASDAQ
,,ARDX,,ARDELYX INC,Health Care,NASDAQ
,,ACRE,,ARES COMMERCIAL REAL ESTATE REIT C,Financials,New York Stock Exchange Inc.
,,AGX,,ARGAN INC,Industrials,New York Stock Exchange Inc.
,,ARGO,,ARGO GROUP INTERNATIONAL HOLDINGS,Financials,New York Stock Exchange Inc.
,,ARDS,,ARIDIS PHARMACEUTICALS INC,Health Care,NASDAQ
,,ARIS,,ARIS WATER SOLUTIONS INC CLASS A,Industrials,New York Stock Exchange Inc.
,,ANET,,ARISTA NETWORKS INC,Information Technology,New York Stock Exchange Inc.
,,ARKR,,ARK RESTAURANTS CORP,Consumer Discretionary,NASDAQ
,,ARKO,,ARKO,Consumer Discretionary,NASDAQ
,,AAIC,,ARLINGTON ASSET INVESTMENT CLASS A,Financials,New York Stock Exchange Inc.
,,ARLO,,ARLO TECHNOLOGIES INC,Information Technology,New York Stock Exchange Inc.
,,AHH,,ARMADA HOFFLER PROPERTIES REIT INC,Real Estate,New York Stock Exchange Inc.
,,ARMP,,ARMATA PHARMACEUTICALS INC,Health Care,Nyse Mkt Llc
,,ARR,,ARMOUR RESIDENTIAL REIT INC,Financials,New York Stock Exchange Inc.
,,AWI,,ARMSTRONG WORLD INDUSTRIES INC,Industrials,New York Stock Exchange Inc.
,,ARRY,,ARRAY TECHNOLOGIES INC,Industrials,NASDAQ
,,ARW,,ARROW ELECTRONICS INC,Information Technology,New York Stock Exchange Inc.
,,AROW,,ARROW FINANCIAL CORP,Financials,NASDAQ
,,ARWR,,ARROWHEAD PHARMACEUTICALS INC,Health Care,NASDAQ
,,SPRY,,ARS PHARMACEUTICALS INC,Health Care,NASDAQ
,,ARTNA,,ARTESIAN RESOURCES CORP CLASS A,Utilities,NASDAQ
,,AJG,,ARTHUR J GALLAGHER,Financials,New York Stock Exchange Inc.
,,APAM,,ARTISAN PARTNERS ASSET MANAGEMENT,Financials,New York Stock Exchange Inc.
,,AORT,,ARTIVION INC,Health Care,New York Stock Exchange Inc.
,,ARVN,,ARVINAS INC,Health Care,NASDAQ
,,ASAN,,ASANA INC CLASS A,Information Technology,New York Stock Exchange Inc.
,,ABG,,ASBURY AUTOMOTIVE GROUP INC,Consumer Discretionary,New York Stock Exchange Inc.
,,ASXC,,ASENSUS SURGICAL INC,Health Care,Nyse Mkt Llc
,,ASGN,,ASGN INC,Industrials,New York Stock Exchange Inc.
,,AHT,,ASHFORD HOSPITALITY TRUST REIT INC,Real Estate,New York Stock Exchange Inc.
,,AINC,,ASHFORD INC,Financials,Nyse Mkt Llc
,,ASH,,ASHLAND INC,Materials,New York Stock Exchange Inc.
,,ASPN,,ASPEN AEROGELS INC,Materials,New York Stock Exchange Inc.
,,AZPN,,ASPEN TECHNOLOGY INC,Information Technology,NASDAQ
,,AWH,,ASPIRA WOMENS HEALTH INC,Health Care,NASDAQ
,,ASMB,,ASSEMBLY BIOSCIENCES INC,Health Care,NASDAQ
,,ASRT,,ASSERTIO HOLDINGS INC,Health Care,NASDAQ
,,AMK,,ASSETMARK FINANCIAL HOLDINGS INC,Financials,New York Stock Exchange Inc.
,,ASB,,ASSOCIATED BANCORP,Financials,New York Stock Exchange Inc.
,,AIZ,,ASSURANT INC,Financials,New York Stock Exchange Inc.
,,AGO,,ASSURED GUARANTY LTD,Financials,New York Stock Exchange Inc.
,,ASTS,,AST SPACEMOBILE INC CLASS A,Communication,NASDAQ
,,ASTE,,ASTEC INDUSTRIES INC,Industrials,NASDAQ
,,ASTR,,ASTRA SPACE INC CLASS A,Industrials,NASDAQ
,,ATXS,,ASTRIA THERAPEUTICS INC,Health Care,NASDAQ
,,ATRO,,ASTRONICS CORP,Industrials,NASDAQ
,,ASTC,,ASTROTECH CORP,Information Technology,NASDAQ
,,ASUR,,ASURE SOFTWARE INC,Industrials,NASDAQ
,,ATRA,,ATARA BIOTHERAPEUTICS INC,Health Care,NASDAQ
,,AVIR,,ATEA PHARMACEUTICALS INC,Health Care,NASDAQ
,,ATER,,ATERIAN INC,Consumer Discretionary,NASDAQ
,,ATNX,,ATHENEX INC,Health Care,NASDAQ
,,ATHX,,ATHERSYS INC,Health Care,NASDAQ
,,ATHA,,ATHIRA PHARMA INC,Health Care,NASDAQ
,,ATI,,ATI INC,Materials,New York Stock Exchange Inc.
,,ATKR,,ATKORE INC,Industrials,New York Stock Exchange Inc.
,,AAME,,ATLANTIC AMERICAN CORP,Financials,NASDAQ
,,AUB,,ATLANTIC UNION BANKSHARES CORP,Financials,New York Stock Exchange Inc.
,,ATLC,,ATLANTICUS HOLDINGS CORP,Financials,NASDAQ
,,TEAM,,ATLASSIAN CORP CLASS A,Information Technology,NASDAQ
,,ATO,,ATMOS ENERGY CORP,Utilities,New York Stock Exchange Inc.
,,ATNI,,ATN INTERNATIONAL INC,Communication,NASDAQ
,,ATOM,,ATOMERA INC,Information Technology,NASDAQ
,,BCEL,,ATRECA INC CLASS A,Health Care,NASDAQ
,,ATRC,,ATRICURE INC,Health Care,NASDAQ
,,ATRI,,ATRION CORP,Health Care,NASDAQ
,,LIFE,,ATYR PHARMA INC,Health Care,NASDAQ
,,AUBN,,AUBURN NATIONAL BANCORPORATION INC,Financials,NASDAQ
,,AEYE,,AUDIOEYE INC,Information Technology,NASDAQ
,,AUR,,AURORA INNOVATION INC CLASS A,Industrials,NASDAQ
,,ADSK,,AUTODESK INC,Information Technology,NASDAQ
,,ALV,,AUTOLIV INC,Consumer Discretionary,New York Stock Exchange Inc.
,,ADP,,AUTOMATIC DATA PROCESSING INC,Industrials,NASDAQ
,,AN,,AUTONATION INC,Consumer Discretionary,New York Stock Exchange Inc.
,,AZO,,AUTOZONE INC,Consumer Discretionary,New York Stock Exchange Inc.
,,AVTX,,AVALO THERAPEUTICS INC,Health Care,NASDAQ
,,ALBT,,AVALON GLOBOCARE CORP,Real Estate,NASDAQ
,,AVB,,AVALONBAY COMMUNITIES REIT INC,Real Estate,New York Stock Exchange Inc.
,,AGR,,AVANGRID INC,Utilities,New York Stock Exchange Inc.
,,AVNS,,AVANOS MEDICAL INC,Health Care,New York Stock Exchange Inc.
,,AVTA,,AVANTAX INC,Financials,NASDAQ
,,AVTR,,AVANTOR INC,Health Care,New York Stock Exchange Inc.
,,ATXI,,AVENUE THERAPEUTICS INC,Health Care,NASDAQ
,,AVPT,,AVEPOINT INC CLASS A,Information Technology,NASDAQ
,,AVY,,AVERY DENNISON CORP,Materials,New York Stock Exchange Inc.
,,AVNW,,AVIAT NETWORKS INC,Information Technology,NASDAQ
,,CDMO,,AVID BIOSERVICES INC,Health Care,NASDAQ
,,AVID,,AVID TECHNOLOGY INC,Information Technology,NASDAQ
,,RNA,,AVIDITY BIOSCIENCES INC,Health Care,NASDAQ
,,AVDX,,AVIDXCHANGE HOLDINGS INC,Financials,NASDAQ
,,AVNT,,AVIENT CORP,Materials,New York Stock Exchange Inc.
,,CAR,,AVIS BUDGET GROUP INC,Industrials,NASDAQ
,,AVA,,AVISTA CORP,Utilities,New York Stock Exchange Inc.
,,RCEL,,AVITA MEDICAL INC,Health Care,NASDAQ
,,AVT,,AVNET INC,Information Technology,NASDAQ
,,AVRO,,AVROBIO INC,Health Care,NASDAQ
,,AWRE,,AWARE INC,Information Technology,NASDAQ
,,AXTA,,AXALTA COATING SYSTEMS LTD,Materials,New York Stock Exchange Inc.
,,ACLS,,AXCELIS TECHNOLOGIES INC,Information Technology,NASDAQ
,,AXS,,AXIS CAPITAL HOLDINGS LTD,Financials,New York Stock Exchange Inc.
,,AXGN,,AXOGEN INC,Health Care,NASDAQ
,,AXON,,AXON ENTERPRISE INC,Industrials,NASDAQ
,,AXNX,,AXONICS INC,Health Care,NASDAQ
,,AX,,AXOS FINANCIAL INC,Financials,New York Stock Exchange Inc.
,,AXSM,,AXSOME THERAPEUTICS INC,Health Care,NASDAQ
,,AXTI,,AXT INC,Information Technology,NASDAQ
,,AYTU,,AYTU BIOPHARMA INC,Health Care,NASDAQ
,,AZEK,,AZEK COMPANY INC CLASS A,Industrials,New York Stock Exchange Inc.
,,AZTA,,AZENTA INC,Health Care,NASDAQ
,,AZZ,,AZZ INC,Industrials,New York Stock Exchange Inc.
,,BGS,,B AND G FOODS INC,Consumer Staples,New York Stock Exchange Inc.
,,RILY,,B RILEY FINANCIAL INC,Financials,NASDAQ
,,BW,,BABCOCK AND WILCOX ENTERPRISES INC,Industrials,New York Stock Exchange Inc.
,,BMI,,BADGER METER INC,Information Technology,New York Stock Exchange Inc.
,,BKR,,BAKER HUGHES CLASS A,Energy,NASDAQ
,,BCPC,,BALCHEM CORP,Materials,NASDAQ
,,BALL,,BALL CORP,Materials,New York Stock Exchange Inc.
,,BALY,,BALLY S CORP,Consumer Discretionary,New York Stock Exchange Inc.
,,BANC,,BANC OF CALIFORNIA INC,Financials,New York Stock Exchange Inc.
,,BANF,,BANCFIRST CORP,Financials,NASDAQ
,,TBBK,,BANCORP INC,Financials,NASDAQ
,,BAND,,BANDWIDTH INC CLASS A,Communication,NASDAQ
,,BFC,,BANK FIRST CORP,Financials,NASDAQ
,,BMRC,,BANK OF MARIN BANCORP,Financials,NASDAQ
,,BKSC,,BANK OF SOUTH CAROLINA,Financials,NASDAQ
,,BOTJ,,BANK OF THE JAMES FINANCIAL GROUP,Financials,NASDAQ
,,OZK,,BANK OZK,Financials,NASDAQ
,,BFIN,,BANKFINANCIAL CORP,Financials,NASDAQ
,,BKU,,BANKUNITED INC,Financials,New York Stock Exchange Inc.
,,BWFG,,BANKWELL FINANCIAL GROUP INC,Financials,NASDAQ
,,BANR,,BANNER CORP,Financials,NASDAQ
,,BHB,,BAR HARBOR BANKSHARES,Financials,Nyse Mkt Llc
,,BNED,,BARNES AND NOBLE EDUCATION INC,Consumer Discretionary,New York Stock Exchange Inc.
,,B,,BARNES GROUP INC,Industrials,New York Stock Exchange Inc.
,,BRN,,BARNWELL INDUSTRIES INC,Energy,Nyse Mkt Llc
,,BBSI,,BARRETT BUSINESS SERVICES INC,Industrials,NASDAQ
,,BSET,,BASSETT FURNITURE INDUSTRIES INC,Consumer Discretionary,NASDAQ
,,BBWI,,BATH AND BODY WORKS INC,Consumer Discretionary,New York Stock Exchange Inc.
,,BXRX,,BAUDAX BIO INC,Health Care,NASDAQ
,,BAX,,BAXTER INTERNATIONAL INC,Health Care,New York Stock Exchange Inc.
,,BCML,,BAYCOM CORP,Financials,NASDAQ
,,BCBP,,BCB BANCORP INC,Financials,NASDAQ
,,BODY,,BEACHBODY COMPANY INC CLASS A,Consumer Discretionary,New York Stock Exchange Inc.
,,BECN,,BEACON ROOFING SUPPLY INC,Industrials,NASDAQ
,,BEEM,,BEAM GLOBAL,Industrials,NASDAQ
,,BEAM,,BEAM THERAPEUTICS INC,Health Care,NASDAQ
,,SKIN,,BEAUTY HEALTH COMPANY CLASS A CLAS,Consumer Staples,NASDAQ
,,BZH,,BEAZER HOMES INC,Consumer Discretionary,New York Stock Exchange Inc.
,,BDX,,BECTON DICKINSON,Health Care,New York Stock Exchange Inc.
,,BELFA,,BEL FUSE INC CLASS A,Information Technology,NASDAQ
,,BELFB,,BEL FUSE INC CLASS B,Information Technology,NASDAQ
,,BDC,,BELDEN INC,Information Technology,New York Stock Exchange Inc.
,,BLCM,,BELLICUM PHARMACEUTICALS INC,Health Care,NASDAQ
,,BRBR,,BELLRING BRANDS INC,Consumer Staples,New York Stock Exchange Inc.
,,BHE,,BENCHMARK ELECTRONICS INC,Information Technology,New York Stock Exchange Inc.
,,BHIL,,BENSON HILL INC,Consumer Staples,New York Stock Exchange Inc.
,,BSY,,BENTLEY SYSTEMS INC CLASS B,Information Technology,NASDAQ
,,BHLB,,BERKSHIRE HILLS BANCORP INC,Financials,New York Stock Exchange Inc.
,,BRY,,BERRY,Energy,NASDAQ
,,BERY,,BERRY GLOBAL GROUP INC,Materials,New York Stock Exchange Inc.
,,XAIR,,BEYOND AIR INC,Health Care,NASDAQ
,,BYND,,BEYOND MEAT INC,Consumer Staples,NASDAQ
,,BGCP,,BGC PARTNERS INC CLASS A,Financials,NASDAQ
,,BGSF,,BGSF INC,Industrials,New York Stock Exchange Inc.
,,BIG,,BIG LOTS INC,Consumer Discretionary,New York Stock Exchange Inc.
,,BGFV,,BIG SPORTING GOODS CORP,Consumer Discretionary,NASDAQ
,,BIGC,,BIGCOMMERCE HOLDINGS INC SERIES,Information Technology,NASDAQ
,,BILL,,BILL HOLDINGS INC,Information Technology,New York Stock Exchange Inc.
,,BPTH,,BIO PATH HOLDINGS INC,Health Care,NASDAQ
,,BIO,,BIO RAD LABORATORIES INC CLASS A,Health Care,New York Stock Exchange Inc.
,,TECH,,BIO TECHNE CORP,Health Care,NASDAQ
,,BCAB,,BIOATLA INC,Health Care,NASDAQ
,,BIOC,,BIOCEPT INC,Health Care,NASDAQ
,,BCRX,,BIOCRYST PHARMACEUTICALS INC,Health Care,NASDAQ
,,BHVN,,BIOHAVEN LTD,Health Care,New York Stock Exchange Inc.
,,BIOL,,BIOLASE TECHNOLOGY INC,Health Care,NASDAQ
,,BLFS,,BIOLIFE SOLUTIONS INC,Health Care,NASDAQ
